ob_code,obj_id,ra,dec,equinox,exptime,priority,resolution
obj1486_eet1800,109360018798281963,1.879803,1.13461,J2000,1800,4,L
obj1487_eet1800,110810025257668257,2.525751,2.348188,J2000,1800,5,L
obj1488_eet1800,110420025166402749,2.516633,2.01855,J2000,1800,9,L
obj1489_eet1800,109440016245197649,1.624571,1.205933,J2000,1800,6,L
obj1490_eet1800,110570017094212469,1.709654,2.143388,J2000,1800,3,L
obj1491_eet1800,110570017097242618,1.709696,2.143412,J2000,1800,8,L
obj1492_eet1800,110620026934295614,2.693455,2.187514,J2000,1800,9,L
obj1493_eet1200,109210022664858745,2.266572,1.015259,J2000,1200,1,L
obj1494_eet1800,109010020939506716,2.094046,0.846688,J2000,1800,1,L
obj1495_eet1800,110730024254944835,2.425587,2.278728,J2000,1800,1,L
obj1496_eet1800,110750020668828225,2.066944,2.298189,J2000,1800,4,L
obj1497_eet1800,109160024257730989,2.425793,0.967193,J2000,1800,5,L
obj1498_eet1800,110610023245107944,2.324629,2.181284,J2000,1800,5,L
obj1499_eet1800,108990023513917191,2.351431,0.830639,J2000,1800,7,L
obj1500_eet1200,109350017124883796,1.712518,1.127789,J2000,1200,8,L
obj1501_eet1800,110580021341151171,2.13418,2.150615,J2000,1800,6,L
obj1502_eet1800,109360018487400127,1.848761,1.13307,J2000,1800,8,L
obj1503_eet1800,110580020012685614,2.001282,2.154125,J2000,1800,6,L
obj1504_eet1800,110540017402945064,1.740323,2.12048,J2000,1800,1,L
obj1505_eet1800,110780024132131159,2.413252,2.317238,J2000,1800,8,L
obj1506_eet1800,109230020602638205,2.060166,1.031247,J2000,1800,5,L
obj1507_eet1800,110510026060642244,2.60613,2.093023,J2000,1800,4,L
obj1508_eet1800,110510026117903009,2.611826,2.093734,J2000,1800,6,L
obj1509_eet1800,110860021255053395,2.125644,2.385735,J2000,1800,3,L
obj1510_eet1800,110630021244936657,2.124465,2.196876,J2000,1800,8,L
obj1511_eet1800,110820020988088838,2.098745,2.356945,J2000,1800,8,L
